timestamp,image_path,linear_v,angular_w
20260317_155306_688208,img_20260317_155306_688208.jpg,0.2,0.0
20260317_155306_735983,img_20260317_155306_735983.jpg,0.2,0.0
20260317_155306_780351,img_20260317_155306_780351.jpg,0.2,0.0
20260317_155306_840734,img_20260317_155306_840734.jpg,0.2,0.0
20260317_155306_891211,img_20260317_155306_891211.jpg,0.2,0.0
20260317_155306_945137,img_20260317_155306_945137.jpg,0.2,0.0
20260317_155306_995178,img_20260317_155306_995178.jpg,0.2,0.0
20260317_155307_048186,img_20260317_155307_048186.jpg,0.2,0.0
20260317_155307_098811,img_20260317_155307_098811.jpg,0.2,0.0
20260317_155307_148809,img_20260317_155307_148809.jpg,0.2,0.0
20260317_155307_202106,img_20260317_155307_202106.jpg,0.2,0.0
20260317_155307_249942,img_20260317_155307_249942.jpg,0.2,0.0
20260317_155307_305119,img_20260317_155307_305119.jpg,0.2,0.0
20260317_155307_353764,img_20260317_155307_353764.jpg,0.2,0.0
20260317_155307_405034,img_20260317_155307_405034.jpg,0.2,0.0
20260317_155307_454141,img_20260317_155307_454141.jpg,0.2,0.0
20260317_155307_509889,img_20260317_155307_509889.jpg,0.2,0.0
20260317_155307_555339,img_20260317_155307_555339.jpg,0.2,0.0
20260317_155307_607896,img_20260317_155307_607896.jpg,0.2,0.0
20260317_155307_657707,img_20260317_155307_657707.jpg,0.2,0.0
20260317_155307_713664,img_20260317_155307_713664.jpg,0.2,0.0
20260317_155307_761441,img_20260317_155307_761441.jpg,0.2,0.0
20260317_155307_816936,img_20260317_155307_816936.jpg,0.2,0.0
20260317_155307_872162,img_20260317_155307_872162.jpg,0.2,0.0
20260317_155307_906586,img_20260317_155307_906586.jpg,0.2,0.0
20260317_155307_957532,img_20260317_155307_957532.jpg,0.2,0.0
20260317_155306_711494,img_20260317_155306_711494.jpg,0.2,0.0
20260317_155306_765056,img_20260317_155306_765056.jpg,0.2,0.0
20260317_155306_804524,img_20260317_155306_804524.jpg,0.2,0.0
20260317_155306_855456,img_20260317_155306_855456.jpg,0.2,0.0
20260317_155306_913435,img_20260317_155306_913435.jpg,0.2,0.0
20260317_155306_969839,img_20260317_155306_969839.jpg,0.2,0.0
